center,left,right,target,var1,var2,speed
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_58_498.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_58_498.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_58_498.jpg,0,1,0,30.19024
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_58_577.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_58_577.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_58_577.jpg,0,1,0,30.19026
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_58_655.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_58_655.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_58_655.jpg,-0.01886792,1,0,30.19025
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_58_726.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_58_726.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_58_726.jpg,-0.03773585,1,0,30.18999
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_58_796.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_58_796.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_58_796.jpg,-0.05660377,1,0,30.18973
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_58_872.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_58_872.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_58_872.jpg,-0.0754717,1,0,30.18958
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_58_943.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_58_943.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_58_943.jpg,-0.0754717,1,0,30.18946
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_015.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_015.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_015.jpg,-0.09433963,1,0,30.18939
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_091.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_091.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_091.jpg,-0.09433963,1,0,30.18969
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_160.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_160.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_160.jpg,-0.1132075,1,0,30.18944
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_233.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_233.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_233.jpg,-0.1132075,1,0,30.18954
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_306.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_306.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_306.jpg,-0.1320755,1,0,30.18901
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_377.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_377.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_377.jpg,-0.1320755,1,0,30.18937
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_453.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_453.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_453.jpg,-0.1320755,1,0,30.18963
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_526.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_526.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_526.jpg,-0.1509434,1,0,30.18909
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_601.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_601.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_601.jpg,-0.1509434,1,0,30.18942
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_674.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_674.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_674.jpg,-0.1509434,1,0,30.18957
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_745.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_745.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_745.jpg,-0.1509434,1,0,30.19
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_826.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_826.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_826.jpg,-0.1509434,1,0,30.18969
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_896.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_896.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_896.jpg,-0.1509434,1,0,30.18975
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_51_59_969.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_51_59_969.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_51_59_969.jpg,0,1,0,30.1897
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_049.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_049.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_049.jpg,0,1,0,30.19013
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_123.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_123.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_123.jpg,0,1,0,30.19024
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_195.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_195.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_195.jpg,0,1,0,30.1903
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_271.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_271.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_271.jpg,0,1,0,30.19036
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_342.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_342.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_342.jpg,-0.01886792,1,0,30.1902
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_421.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_421.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_421.jpg,-0.03773585,1,0,30.19005
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_491.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_491.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_491.jpg,-0.05660377,1,0,30.1902
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_562.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_562.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_562.jpg,-0.0754717,1,0,30.18941
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_638.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_638.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_638.jpg,-0.09433963,1,0,30.18916
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_708.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_708.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_708.jpg,-0.1132075,1,0,30.18929
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_791.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_791.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_791.jpg,-0.1320755,1,0,30.18849
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_858.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_858.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_858.jpg,-0.1320755,1,0,30.18906
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_00_927.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_00_927.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_00_927.jpg,-0.1509434,1,0,30.18872
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_002.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_002.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_002.jpg,-0.1509434,1,0,30.18905
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_072.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_072.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_072.jpg,-0.1509434,1,0,30.18936
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_143.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_143.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_143.jpg,-0.1509434,1,0,30.18951
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_212.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_212.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_212.jpg,-0.1509434,1,0,30.18977
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_287.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_287.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_287.jpg,-0.1698113,1,0,30.18895
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_356.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_356.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_356.jpg,-0.1698113,1,0,30.18919
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_426.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_426.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_426.jpg,-0.1698113,1,0,30.18948
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_496.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_496.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_496.jpg,-0.1698113,1,0,30.1895
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_569.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_569.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_569.jpg,-0.1698113,1,0,30.18955
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_640.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_640.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_640.jpg,-0.1698113,1,0,30.18963
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_710.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_710.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_710.jpg,0,1,0,30.18969
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_792.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_792.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_792.jpg,0,1,0,30.18992
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_860.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_860.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_860.jpg,0,1,0,30.19026
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_01_935.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_01_935.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_01_935.jpg,0,1,0,30.19024
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_003.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_003.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_003.jpg,0,1,0,30.19029
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_073.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_073.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_073.jpg,0,1,0,30.19065
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_143.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_143.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_143.jpg,-0.03773585,1,0,30.19002
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_214.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_214.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_214.jpg,-0.05660377,1,0,30.18976
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_288.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_288.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_288.jpg,-0.0754717,1,0,30.1896
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_357.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_357.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_357.jpg,-0.09433963,1,0,30.18907
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_426.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_426.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_426.jpg,-0.1132075,1,0,30.18904
C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\center_2018_12_18_14_52_02_495.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\left_2018_12_18_14_52_02_495.jpg,C:\Users\user\Desktop\Self_Driving_Car\Lesson4_Behavioral_Cloning\beta_simulator_windows\recording\IMG\right_2018_12_18_14_52_02_495.jpg,-0.1320755,1,0,30.18864
